trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
224,True,"{'a': 0, 'e': 0}",25,13,8.8112874603008,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,True,"{'a': 0, 'e': 0}",30,16,14.642497816678963,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,True,"{'a': 0, 'e': 0}",20,11,4.891308876860524,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,True,"{'a': 0, 'e': 0}",30,12,28.582014131763223,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,True,"{'a': 0, 'e': 0}",25,18,12.622029321789947,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,True,"{'a': 0, 'e': 0}",20,0,29.334874956478707,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,True,"{'a': 0, 'e': 0}",20,12,13.49435614661391,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,True,"{'a': 0, 'e': 0}",20,15,8.130536793671235,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,True,"{'a': 0, 'e': 0}",30,18,22.528661646493365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,True,"{'a': 0, 'e': 0}",35,19,23.56709936046884,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,True,"{'a': 0, 'e': 0}",25,14,18.63047641180909,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,True,"{'a': 0, 'e': 0}",25,0,20.005455305197245,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
236,True,"{'a': 0, 'e': 0}",20,2,29.21820198120993,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,True,"{'a': 0, 'e': 0}",25,18,10.637259661140968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,True,"{'a': 0, 'e': 0}",20,2,-7.152705810973064,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
239,True,"{'a': 0, 'e': 0}",20,11,12.152454086268486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,True,"{'a': 0, 'e': 0}",25,18,13.605873232234028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,True,"{'a': 0, 'e': 0}",20,9,2.911759593891496,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,True,"{'a': 0, 'e': 0}",25,10,13.930102110962007,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,True,"{'a': 0, 'e': 0}",20,10,15.217111046827835,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,True,"{'a': 0, 'e': 0}",25,12,-28.960358841690788,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
245,True,"{'a': 0, 'e': 0}",30,4,-86.48654401262034,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 3}",1
246,True,"{'a': 0, 'e': 0}",20,14,11.402740736596675,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,True,"{'a': 0, 'e': 0}",20,13,13.609537737081366,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,True,"{'a': 0, 'e': 0}",25,7,-13.376373384085234,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,True,"{'a': 0, 'e': 0}",25,5,23.117909548806995,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,True,"{'a': 0, 'e': 0}",30,23,13.131383335579056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,True,"{'a': 0, 'e': 0}",20,7,27.161632196803797,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,True,"{'a': 0, 'e': 0}",20,0,-22.945899967356706,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
253,True,"{'a': 0, 'e': 0}",20,6,-34.21213112861955,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
254,True,"{'a': 0, 'e': 0}",35,15,32.26046312474262,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,True,"{'a': 0, 'e': 0}",35,0,-38.41445907184558,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 2}",0
256,True,"{'a': 0, 'e': 0}",25,14,23.850502714083895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,True,"{'a': 0, 'e': 0}",20,15,-0.7904235367715542,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,True,"{'a': 0, 'e': 0}",20,2,38.65212432122913,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,True,"{'a': 0, 'e': 0}",25,19,10.743162616378235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,True,"{'a': 0, 'e': 0}",25,10,27.26270355343049,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,True,"{'a': 0, 'e': 0}",20,5,27.00895326472118,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,True,"{'a': 0, 'e': 0}",20,4,3.91632817430328,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,True,"{'a': 0, 'e': 0}",25,11,26.881197913829048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,True,"{'a': 0, 'e': 0}",25,2,34.6771568557615,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,True,"{'a': 0, 'e': 0}",20,0,-19.72889915238465,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
266,True,"{'a': 0, 'e': 0}",20,3,-25.95572696898274,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
267,True,"{'a': 0, 'e': 0}",30,3,34.741306966995374,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,True,"{'a': 0, 'e': 0}",30,0,-14.756161707545317,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
269,True,"{'a': 0, 'e': 0}",20,12,12.002274992552824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,True,"{'a': 0, 'e': 0}",25,19,10.381873308580339,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,True,"{'a': 0, 'e': 0}",20,4,-24.87562664308957,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
272,True,"{'a': 0, 'e': 0}",20,10,-3.0959230907246766,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
273,True,"{'a': 0, 'e': 0}",25,8,23.098788055459053,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,True,"{'a': 0, 'e': 0}",20,11,7.338687628938098,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,True,"{'a': 0, 'e': 0}",20,4,15.161844938864022,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,True,"{'a': 0, 'e': 0}",20,13,-0.5114037474663862,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,True,"{'a': 0, 'e': 0}",30,16,27.470246175550706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,True,"{'a': 0, 'e': 0}",20,9,-33.54815827564393,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
279,True,"{'a': 0, 'e': 0}",25,11,-17.127983164439947,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
280,True,"{'a': 0, 'e': 0}",30,11,32.20988354664658,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,True,"{'a': 0, 'e': 0}",25,15,17.424257731840555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,True,"{'a': 0, 'e': 0}",25,15,18.03372456970998,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,True,"{'a': 0, 'e': 0}",30,11,18.87780728314774,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,True,"{'a': 0, 'e': 0}",25,3,27.349939510762123,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,True,"{'a': 0, 'e': 0}",30,9,28.640788614720787,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,True,"{'a': 0, 'e': 0}",20,14,13.1501798074699,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,True,"{'a': 0, 'e': 0}",30,6,40.20985428912552,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,True,"{'a': 0, 'e': 0}",35,9,46.88210666624802,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,True,"{'a': 0, 'e': 0}",20,11,18.51298206745428,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,True,"{'a': 0, 'e': 0}",20,11,0.13100472214398806,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,True,"{'a': 0, 'e': 0}",20,13,14.65892064554199,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,True,"{'a': 0, 'e': 0}",20,7,24.550193607760548,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,True,"{'a': 0, 'e': 0}",20,9,21.321588608879335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,True,"{'a': 0, 'e': 0}",30,19,21.602881752069617,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,True,"{'a': 0, 'e': 0}",20,1,18.83378788562748,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,True,"{'a': 0, 'e': 0}",20,0,15.412577724170605,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
297,True,"{'a': 0, 'e': 0}",30,18,-69.32122863883689,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
298,True,"{'a': 0, 'e': 0}",30,8,-24.26693748890924,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
299,True,"{'a': 0, 'e': 0}",20,3,17.911836526032786,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,True,"{'a': 0, 'e': 0}",30,11,32.73453231829777,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,True,"{'a': 0, 'e': 0}",25,18,15.06988750198884,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,True,"{'a': 0, 'e': 0}",20,1,15.911731114039444,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,True,"{'a': 0, 'e': 0}",20,8,-75.30935689836818,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
304,True,"{'a': 0, 'e': 0}",20,12,12.71390460632529,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,True,"{'a': 0, 'e': 0}",25,8,12.508147948931981,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,True,"{'a': 0, 'e': 0}",30,7,45.25278956556729,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,True,"{'a': 0, 'e': 0}",20,2,25.347070229157662,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,True,"{'a': 0, 'e': 0}",25,15,-33.167245566361075,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
309,True,"{'a': 0, 'e': 0}",20,12,13.1051629081942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,True,"{'a': 0, 'e': 0}",30,18,25.2350575265179,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,True,"{'a': 0, 'e': 0}",20,8,20.858860785194405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,True,"{'a': 0, 'e': 0}",20,14,12.53198413748364,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,True,"{'a': 0, 'e': 0}",30,0,35.14740876349119,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
314,True,"{'a': 0, 'e': 0}",20,16,7.123811192006927,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,True,"{'a': 0, 'e': 0}",20,6,-40.44539503440403,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
316,True,"{'a': 0, 'e': 0}",20,3,30.286082101380874,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,True,"{'a': 0, 'e': 0}",20,12,14.59068129317195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,True,"{'a': 0, 'e': 0}",30,10,23.193276116310305,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,True,"{'a': 0, 'e': 0}",25,13,23.542888742118414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,True,"{'a': 0, 'e': 0}",30,16,-33.1323199619703,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
321,True,"{'a': 0, 'e': 0}",30,19,-20.48717284154233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
322,True,"{'a': 0, 'e': 0}",20,0,14.768013418298967,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
323,True,"{'a': 0, 'e': 0}",20,12,14.78345100596909,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,True,"{'a': 0, 'e': 0}",20,0,29.413589228032215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,True,"{'a': 0, 'e': 0}",35,27,10.421463391168441,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,True,"{'a': 0, 'e': 0}",30,10,34.17034725825611,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,True,"{'a': 0, 'e': 0}",25,7,20.96812283170075,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,True,"{'a': 0, 'e': 0}",20,0,7.0030077554593815,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
