trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9900498337491681}",20,0,-114.90576063641107,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
2,False,"{'a': 0.01, 'e': 0.9801986733067553}",25,0,-194.0372133318551,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
3,False,"{'a': 0.01, 'e': 0.9704455335485082}",20,10,-44.893166663992886,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
4,False,"{'a': 0.01, 'e': 0.9607894391523232}",20,0,-87.39349764904769,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
5,False,"{'a': 0.01, 'e': 0.951229424500714}",25,0,-112.68889984750199,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
6,False,"{'a': 0.01, 'e': 0.9417645335842487}",25,0,-67.71834321191562,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
7,False,"{'a': 0.01, 'e': 0.9323938199059483}",20,0,-146.50392109158344,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
8,False,"{'a': 0.01, 'e': 0.9231163463866358}",20,0,-137.30531847661817,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
9,False,"{'a': 0.01, 'e': 0.9139311852712282}",25,0,-104.35802721233631,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
10,False,"{'a': 0.01, 'e': 0.9048374180359595}",25,0,-131.92401812603197,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
11,False,"{'a': 0.01, 'e': 0.8958341352965282}",35,15,-22.481120485350957,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
12,False,"{'a': 0.01, 'e': 0.8869204367171575}",25,0,-115.51953954990068,"{0: 17, 1: 1, 2: 3, 3: 3, 4: 1}",0
13,False,"{'a': 0.01, 'e': 0.8780954309205613}",20,0,-81.26622627652164,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
14,False,"{'a': 0.01, 'e': 0.8693582353988059}",30,0,-217.62278719321543,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 5}",0
15,False,"{'a': 0.01, 'e': 0.8607079764250578}",25,19,1.1225288745745416,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.01, 'e': 0.8521437889662113}",30,0,-131.12294766191334,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
17,False,"{'a': 0.01, 'e': 0.8436648165963837}",30,0,-118.65090133696737,"{0: 19, 1: 6, 2: 3, 3: 0, 4: 2}",0
18,False,"{'a': 0.01, 'e': 0.835270211411272}",25,0,-156.6613050347764,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
19,False,"{'a': 0.01, 'e': 0.8269591339433623}",30,0,-114.9463772882612,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
20,False,"{'a': 0.01, 'e': 0.8187307530779818}",25,0,-126.09022273974456,"{0: 11, 1: 6, 2: 7, 3: 0, 4: 1}",0
21,False,"{'a': 0.01, 'e': 0.8105842459701871}",30,2,-235.99562375595104,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 5}",1
22,False,"{'a': 0.01, 'e': 0.8025187979624785}",20,0,-154.8686128154438,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
23,False,"{'a': 0.01, 'e': 0.794533602503334}",30,0,-102.5937882266138,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
24,False,"{'a': 0.01, 'e': 0.7866278610665535}",25,0,-83.54473632105169,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
25,False,"{'a': 0.01, 'e': 0.7788007830714049}",20,0,-69.88390754325434,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.7710515858035663}",25,0,-155.61140941559222,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 4}",0
27,False,"{'a': 0.01, 'e': 0.7633794943368531}",25,0,-133.6763537560546,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
28,False,"{'a': 0.01, 'e': 0.7557837414557255}",25,0,-120.67044331090598,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
29,False,"{'a': 0.01, 'e': 0.7482635675785653}",30,15,-8.52411702698129,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
30,False,"{'a': 0.01, 'e': 0.7408182206817179}",30,0,-149.05541798734416,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 3}",0
31,False,"{'a': 0.01, 'e': 0.7334469562242892}",20,0,5.644833493015648,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
32,False,"{'a': 0.01, 'e': 0.7261490370736909}",25,0,-23.31208911014629,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
33,False,"{'a': 0.01, 'e': 0.7189237334319262}",25,0,-76.33536134143274,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
34,False,"{'a': 0.01, 'e': 0.7117703227626097}",25,0,-54.617108434449484,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
35,False,"{'a': 0.01, 'e': 0.7046880897187134}",20,12,-70.8372903015861,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
36,False,"{'a': 0.01, 'e': 0.697676326071031}",25,0,-11.139262935922124,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
37,False,"{'a': 0.01, 'e': 0.6907343306373547}",20,6,-51.26615384443372,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 0}",1
38,False,"{'a': 0.01, 'e': 0.6838614092123558}",25,0,-158.61600216380722,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 4}",0
39,False,"{'a': 0.01, 'e': 0.6770568744981647}",25,0,-174.0526698650321,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 4}",0
40,False,"{'a': 0.01, 'e': 0.6703200460356393}",30,0,-45.880878441742034,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
41,False,"{'a': 0.01, 'e': 0.6636502501363194}",20,0,-105.47780286705981,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
42,False,"{'a': 0.01, 'e': 0.6570468198150567}",20,0,-20.475744031933147,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
43,False,"{'a': 0.01, 'e': 0.6505090947233165}",25,0,0.4089044995700972,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
44,False,"{'a': 0.01, 'e': 0.6440364210831414}",20,8,-30.638434807405385,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
45,False,"{'a': 0.01, 'e': 0.6376281516217733}",25,10,-121.48879362981107,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 3}",1
46,False,"{'a': 0.01, 'e': 0.631283645506926}",20,0,-25.00965499520192,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
47,False,"{'a': 0.01, 'e': 0.6250022682827008}",30,0,-79.76378485819367,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
48,False,"{'a': 0.01, 'e': 0.6187833918061408}",20,0,-88.91444358442985,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
49,False,"{'a': 0.01, 'e': 0.6126263941844161}",20,0,-108.37052501610927,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
50,False,"{'a': 0.01, 'e': 0.6065306597126334}",25,0,-99.45365830159797,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
51,False,"{'a': 0.01, 'e': 0.6004955788122659}",20,0,-49.7056338353174,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
52,False,"{'a': 0.01, 'e': 0.5945205479701944}",20,16,8.707783534749252,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.01, 'e': 0.5886049696783552}",25,9,-42.49093940468512,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
54,False,"{'a': 0.01, 'e': 0.5827482523739896}",25,0,-80.31990740550829,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
55,False,"{'a': 0.01, 'e': 0.5769498103804866}",30,3,-10.981641935826028,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 0}",1
56,False,"{'a': 0.01, 'e': 0.5712090638488149}",20,0,-65.54110135829413,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
57,False,"{'a': 0.01, 'e': 0.5655254386995371}",20,0,-21.244894721260412,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.559898366565402}",20,0,-102.02057678724805,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
59,False,"{'a': 0.01, 'e': 0.5543272847345071}",30,15,-15.841123426514908,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
60,False,"{'a': 0.01, 'e': 0.5488116360940265}",25,11,-44.360625841084236,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
61,False,"{'a': 0.01, 'e': 0.5433508690744998}",30,4,-36.02332063808901,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 0}",1
62,False,"{'a': 0.01, 'e': 0.5379444375946745}",25,18,-36.68049970489191,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
63,False,"{'a': 0.01, 'e': 0.5325918010068972}",25,0,-41.83400868686681,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.5272924240430485}",20,10,-38.334855768365685,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
65,False,"{'a': 0.01, 'e': 0.522045776761016}",20,9,-28.594225180578444,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
66,False,"{'a': 0.01, 'e': 0.5168513344916992}",20,16,9.803666249589,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.01, 'e': 0.5117085777865424}",30,0,-281.5718630098587,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 6}",0
68,False,"{'a': 0.01, 'e': 0.5066169923655895}",30,15,-31.411273345452347,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
69,False,"{'a': 0.01, 'e': 0.5015760690660555}",25,7,-67.8474600144976,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
70,False,"{'a': 0.01, 'e': 0.49658530379140947}",30,16,15.83119087207158,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.01, 'e': 0.4916441974609651}",20,0,22.682982656758927,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
72,False,"{'a': 0.01, 'e': 0.4867522559599717}",25,4,-35.43002596339475,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
73,False,"{'a': 0.01, 'e': 0.48190899009020244}",30,17,-40.289026752990374,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
74,False,"{'a': 0.01, 'e': 0.4771139155210344}",30,17,16.1144646119763,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.01, 'e': 0.4723665527410147}",25,3,7.139758958616193,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.01, 'e': 0.46766642700990924}",20,0,-4.381275207266583,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
77,False,"{'a': 0.01, 'e': 0.46301306831122807}",25,1,-123.3194033976255,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 2}",1
78,False,"{'a': 0.01, 'e': 0.4584060113052235}",30,21,7.340603977070074,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.01, 'e': 0.45384479528235583}",20,6,25.65549039266717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.01, 'e': 0.44932896411722156}",20,8,-43.97531638676386,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
81,False,"{'a': 0.01, 'e': 0.4448580662229411}",30,0,-12.837361141078114,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
82,False,"{'a': 0.01, 'e': 0.44043165450599925}",25,5,20.71318502821039,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.43604928632153556}",25,11,13.217914162132866,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.01, 'e': 0.43171052342907973}",20,10,-17.72056183049705,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
85,False,"{'a': 0.01, 'e': 0.4274149319487267}",20,16,9.306373627268883,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.01, 'e': 0.4231620823177488}",25,14,-5.548662118954731,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
87,False,"{'a': 0.01, 'e': 0.418951549247639}",25,13,-21.921128723331556,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
88,False,"{'a': 0.01, 'e': 0.4147829116815814}",20,6,-45.79306744656741,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
89,False,"{'a': 0.01, 'e': 0.4106557527523455}",20,10,5.7586756954879625,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.4065696597405991}",35,0,-99.63169742713922,"{0: 27, 1: 1, 2: 5, 3: 0, 4: 2}",0
91,False,"{'a': 0.01, 'e': 0.40252422403363597}",20,10,-32.98199916590479,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
92,False,"{'a': 0.01, 'e': 0.39851904108451414}",20,0,-38.94127996737704,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
93,False,"{'a': 0.01, 'e': 0.3945537103716011}",25,15,7.3001545155013305,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.01, 'e': 0.3906278353585211}",20,6,4.486175690498088,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.3867410234545012}",35,22,12.14236591422397,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.01, 'e': 0.38289288597511206}",25,8,-93.93597518650387,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 3}",1
97,False,"{'a': 0.01, 'e': 0.37908303810339883}",20,8,-16.388833549253036,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
98,False,"{'a': 0.01, 'e': 0.37531109885139957}",25,17,-3.035013785838885,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.01, 'e': 0.3715766910220457}",25,9,-1.2890263532344628,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.36787944117144233}",20,8,9.3355077184234,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.01, 'e': 0.3642189795715233}",20,0,-70.19547714623837,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
102,False,"{'a': 0.01, 'e': 0.3605949401730783}",30,0,-30.724086659660706,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
103,False,"{'a': 0.01, 'e': 0.3570069605691474}",30,11,12.823688375997914,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.35345468195878016}",20,8,-24.383167624606006,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.3499377491111553}",20,10,16.371987534653694,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.3464558103300574}",20,0,-38.46513645440403,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
107,False,"{'a': 0.01, 'e': 0.34300851741870664}",20,2,-34.16959305888185,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
108,False,"{'a': 0.01, 'e': 0.3395955256449391}",20,0,2.252070868420007,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
109,False,"{'a': 0.01, 'e': 0.3362164937067333}",25,0,-41.809638108832104,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",20,0,21.436693685202957,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",25,15,5.060793504568349,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",20,6,-14.39990134925154,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",25,0,-3.9264360766841206,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",20,5,23.754529796442984,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",20,7,16.104962146137943,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",25,17,16.140636318179666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",25,7,-21.473880494809674,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,15,10.087290587517534,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",25,11,-24.966610956240213,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",25,15,7.679742641633224,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",20,6,-10.259452836190897,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",25,9,7.0852698505643765,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",25,16,10.632245368222932,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.2893842179390506}",25,16,14.974195008714142,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",20,6,15.788871951728726,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",20,12,15.420639127117054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",20,8,1.1598187677709157,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",30,20,-24.975454524731035,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",20,4,8.58784485392367,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",20,11,16.023238132947323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",20,0,-70.7080232869409,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",25,0,32.79137890224545,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",30,19,-3.9674127269328947,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.261845668580326}",25,11,-31.054894639306823,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",25,19,9.773936634923688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",25,8,19.854198323021414,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",25,8,13.392484445269462,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",20,14,9.148252758429214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",20,12,11.860448425294623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",25,15,5.978889702425012,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",30,21,15.350182092777906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",25,12,9.086719477126447,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",20,13,1.8009824869033666,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",20,9,-56.16688198353331,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",20,6,-15.229442657747734,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",20,6,-58.49787417901789,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",20,0,29.299107625324723,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",30,7,26.832884691277265,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",30,12,21.246321673558988,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",20,13,14.50209074784555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",20,13,13.636592056270997,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",20,11,18.42075286339323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",20,6,16.325001913021325,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",25,19,13.00081178798268,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",25,7,-2.6449184155303183,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",20,7,2.9419762379939307,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",20,0,16.282143729202815,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",20,15,-32.19955121105918,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",25,13,24.3569474968009,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",30,18,-29.335477566620284,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",30,8,-56.772323545421244,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",20,11,7.688251568188202,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",30,18,14.025590859766172,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",35,13,-54.446035229907444,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",35,11,-16.718870851070346,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",25,11,11.659419468078692,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",35,23,16.93971297524697,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",30,12,9.447787991953673,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",30,19,15.975807368520803,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",35,24,8.806387103885172,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",25,17,14.808773260275029,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",30,20,19.86093886147755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",25,17,8.051648277296735,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.17552040061699686}",20,8,-7.157140665340917,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",30,14,16.681670124517826,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",25,6,20.391619912492683,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",20,5,23.62269936177375,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",25,9,20.272451206631224,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
